week,staff_id,staff_name,role,service,present
42,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0
43,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
44,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
45,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0
46,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
47,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
48,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0
49,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
50,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
51,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0
52,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
1,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
2,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
3,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
5,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
6,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
8,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
9,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
11,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
12,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
13,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
14,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
15,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
16,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
17,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
18,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
19,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
20,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
21,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
22,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
23,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
24,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
25,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
26,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
27,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
28,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
29,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
30,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
31,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
32,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
33,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
34,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
35,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
36,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
37,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
38,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
39,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
40,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
41,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
42,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
43,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
44,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
45,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
46,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
47,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
48,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
49,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
50,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
51,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0
52,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1
1,STF-4e69ee46,Monica Herrera,nurse,emergency,1
2,STF-4e69ee46,Monica Herrera,nurse,emergency,1
3,STF-4e69ee46,Monica Herrera,nurse,emergency,0
4,STF-4e69ee46,Monica Herrera,nurse,emergency,1
5,STF-4e69ee46,Monica Herrera,nurse,emergency,1
6,STF-4e69ee46,Monica Herrera,nurse,emergency,0
7,STF-4e69ee46,Monica Herrera,nurse,emergency,1
8,STF-4e69ee46,Monica Herrera,nurse,emergency,1
9,STF-4e69ee46,Monica Herrera,nurse,emergency,0
10,STF-4e69ee46,Monica Herrera,nurse,emergency,1
11,STF-4e69ee46,Monica Herrera,nurse,emergency,1
12,STF-4e69ee46,Monica Herrera,nurse,emergency,0
13,STF-4e69ee46,Monica Herrera,nurse,emergency,1
14,STF-4e69ee46,Monica Herrera,nurse,emergency,1
15,STF-4e69ee46,Monica Herrera,nurse,emergency,0
16,STF-4e69ee46,Monica Herrera,nurse,emergency,1
17,STF-4e69ee46,Monica Herrera,nurse,emergency,1
18,STF-4e69ee46,Monica Herrera,nurse,emergency,0
19,STF-4e69ee46,Monica Herrera,nurse,emergency,1
20,STF-4e69ee46,Monica Herrera,nurse,emergency,1
21,STF-4e69ee46,Monica Herrera,nurse,emergency,0
22,STF-4e69ee46,Monica Herrera,nurse,emergency,1
23,STF-4e69ee46,Monica Herrera,nurse,emergency,1
24,STF-4e69ee46,Monica Herrera,nurse,emergency,0
25,STF-4e69ee46,Monica Herrera,nurse,emergency,1
26,STF-4e69ee46,Monica Herrera,nurse,emergency,1
27,STF-4e69ee46,Monica Herrera,nurse,emergency,0
28,STF-4e69ee46,Monica Herrera,nurse,emergency,1
29,STF-4e69ee46,Monica Herrera,nurse,emergency,1
30,STF-4e69ee46,Monica Herrera,nurse,emergency,0
31,STF-4e69ee46,Monica Herrera,nurse,emergency,1
32,STF-4e69ee46,Monica Herrera,nurse,emergency,0
33,STF-4e69ee46,Monica Herrera,nurse,emergency,0
34,STF-4e69ee46,Monica Herrera,nurse,emergency,1
35,STF-4e69ee46,Monica Herrera,nurse,emergency,1
36,STF-4e69ee46,Monica Herrera,nurse,emergency,0
37,STF-4e69ee46,Monica Herrera,nurse,emergency,1
38,STF-4e69ee46,Monica Herrera,nurse,emergency,1
39,STF-4e69ee46,Monica Herrera,nurse,emergency,0
40,STF-4e69ee46,Monica Herrera,nurse,emergency,1
41,STF-4e69ee46,Monica Herrera,nurse,emergency,1
42,STF-4e69ee46,Monica Herrera,nurse,emergency,0
43,STF-4e69ee46,Monica Herrera,nurse,emergency,1
44,STF-4e69ee46,Monica Herrera,nurse,emergency,1
45,STF-4e69ee46,Monica Herrera,nurse,emergency,0
46,STF-4e69ee46,Monica Herrera,nurse,emergency,1
47,STF-4e69ee46,Monica Herrera,nurse,emergency,1
48,STF-4e69ee46,Monica Herrera,nurse,emergency,0
49,STF-4e69ee46,Monica Herrera,nurse,emergency,1
50,STF-4e69ee46,Monica Herrera,nurse,emergency,1
51,STF-4e69ee46,Monica Herrera,nurse,emergency,0
52,STF-4e69ee46,Monica Herrera,nurse,emergency,1
1,STF-a373df11,Jamie Arnold,nurse,emergency,1
2,STF-a373df11,Jamie Arnold,nurse,emergency,1
3,STF-a373df11,Jamie Arnold,nurse,emergency,0
4,STF-a373df11,Jamie Arnold,nurse,emergency,1
5,STF-a373df11,Jamie Arnold,nurse,emergency,1
6,STF-a373df11,Jamie Arnold,nurse,emergency,0
7,STF-a373df11,Jamie Arnold,nurse,emergency,1
8,STF-a373df11,Jamie Arnold,nurse,emergency,1
9,STF-a373df11,Jamie Arnold,nurse,emergency,0
10,STF-a373df11,Jamie Arnold,nurse,emergency,1
11,STF-a373df11,Jamie Arnold,nurse,emergency,1
12,STF-a373df11,Jamie Arnold,nurse,emergency,0
13,STF-a373df11,Jamie Arnold,nurse,emergency,0
14,STF-a373df11,Jamie Arnold,nurse,emergency,1
15,STF-a373df11,Jamie Arnold,nurse,emergency,0
16,STF-a373df11,Jamie Arnold,nurse,emergency,0
17,STF-a373df11,Jamie Arnold,nurse,emergency,1
18,STF-a373df11,Jamie Arnold,nurse,emergency,0
19,STF-a373df11,Jamie Arnold,nurse,emergency,1
20,STF-a373df11,Jamie Arnold,nurse,emergency,1
21,STF-a373df11,Jamie Arnold,nurse,emergency,0
22,STF-a373df11,Jamie Arnold,nurse,emergency,1
23,STF-a373df11,Jamie Arnold,nurse,emergency,0
24,STF-a373df11,Jamie Arnold,nurse,emergency,0
25,STF-a373df11,Jamie Arnold,nurse,emergency,1
26,STF-a373df11,Jamie Arnold,nurse,emergency,1
27,STF-a373df11,Jamie Arnold,nurse,emergency,0
28,STF-a373df11,Jamie Arnold,nurse,emergency,1
29,STF-a373df11,Jamie Arnold,nurse,emergency,1
30,STF-a373df11,Jamie Arnold,nurse,emergency,0
31,STF-a373df11,Jamie Arnold,nurse,emergency,1
32,STF-a373df11,Jamie Arnold,nurse,emergency,1
33,STF-a373df11,Jamie Arnold,nurse,emergency,0
34,STF-a373df11,Jamie Arnold,nurse,emergency,1
35,STF-a373df11,Jamie Arnold,nurse,emergency,1
36,STF-a373df11,Jamie Arnold,nurse,emergency,0
37,STF-a373df11,Jamie Arnold,nurse,emergency,1
38,STF-a373df11,Jamie Arnold,nurse,emergency,1
39,STF-a373df11,Jamie Arnold,nurse,emergency,0
40,STF-a373df11,Jamie Arnold,nurse,emergency,0
41,STF-a373df11,Jamie Arnold,nurse,emergency,1
42,STF-a373df11,Jamie Arnold,nurse,emergency,0
43,STF-a373df11,Jamie Arnold,nurse,emergency,0
44,STF-a373df11,Jamie Arnold,nurse,emergency,1
45,STF-a373df11,Jamie Arnold,nurse,emergency,0
46,STF-a373df11,Jamie Arnold,nurse,emergency,1
47,STF-a373df11,Jamie Arnold,nurse,emergency,1
48,STF-a373df11,Jamie Arnold,nurse,emergency,0
49,STF-a373df11,Jamie Arnold,nurse,emergency,1
50,STF-a373df11,Jamie Arnold,nurse,emergency,1
51,STF-a373df11,Jamie Arnold,nurse,emergency,0
52,STF-a373df11,Jamie Arnold,nurse,emergency,1
1,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
2,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
3,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
4,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
5,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
6,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
7,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
8,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
9,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
10,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
11,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
12,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
13,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
14,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
15,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
16,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
17,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
18,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
19,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
20,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
21,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
22,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
23,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
24,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
25,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
26,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
27,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
28,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
29,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
30,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
31,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
32,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
33,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
34,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
35,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
36,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
37,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
38,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
39,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
40,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
41,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
42,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
43,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
44,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
45,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
46,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
47,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
48,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
49,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
50,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
51,STF-ac9813b7,Lisa Hensley,nurse,emergency,0
52,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
1,STF-f37035ac,Michele Williams,nurse,emergency,0
2,STF-f37035ac,Michele Williams,nurse,emergency,1
3,STF-f37035ac,Michele Williams,nurse,emergency,0
4,STF-f37035ac,Michele Williams,nurse,emergency,1
5,STF-f37035ac,Michele Williams,nurse,emergency,1
6,STF-f37035ac,Michele Williams,nurse,emergency,0
7,STF-f37035ac,Michele Williams,nurse,emergency,1
8,STF-f37035ac,Michele Williams,nurse,emergency,1
9,STF-f37035ac,Michele Williams,nurse,emergency,0
10,STF-f37035ac,Michele Williams,nurse,emergency,1
11,STF-f37035ac,Michele Williams,nurse,emergency,1
12,STF-f37035ac,Michele Williams,nurse,emergency,0
13,STF-f37035ac,Michele Williams,nurse,emergency,1
14,STF-f37035ac,Michele Williams,nurse,emergency,1
15,STF-f37035ac,Michele Williams,nurse,emergency,0
16,STF-f37035ac,Michele Williams,nurse,emergency,1
17,STF-f37035ac,Michele Williams,nurse,emergency,1
18,STF-f37035ac,Michele Williams,nurse,emergency,0
19,STF-f37035ac,Michele Williams,nurse,emergency,1
20,STF-f37035ac,Michele Williams,nurse,emergency,1
21,STF-f37035ac,Michele Williams,nurse,emergency,0
22,STF-f37035ac,Michele Williams,nurse,emergency,1
23,STF-f37035ac,Michele Williams,nurse,emergency,1
24,STF-f37035ac,Michele Williams,nurse,emergency,0
25,STF-f37035ac,Michele Williams,nurse,emergency,1
26,STF-f37035ac,Michele Williams,nurse,emergency,1
27,STF-f37035ac,Michele Williams,nurse,emergency,0
28,STF-f37035ac,Michele Williams,nurse,emergency,1
29,STF-f37035ac,Michele Williams,nurse,emergency,1
30,STF-f37035ac,Michele Williams,nurse,emergency,0
31,STF-f37035ac,Michele Williams,nurse,emergency,1
32,STF-f37035ac,Michele Williams,nurse,emergency,0
33,STF-f37035ac,Michele Williams,nurse,emergency,0
34,STF-f37035ac,Michele Williams,nurse,emergency,1
35,STF-f37035ac,Michele Williams,nurse,emergency,1
36,STF-f37035ac,Michele Williams,nurse,emergency,0
37,STF-f37035ac,Michele Williams,nurse,emergency,1
38,STF-f37035ac,Michele Williams,nurse,emergency,1
39,STF-f37035ac,Michele Williams,nurse,emergency,0
40,STF-f37035ac,Michele Williams,nurse,emergency,1
41,STF-f37035ac,Michele Williams,nurse,emergency,1
42,STF-f37035ac,Michele Williams,nurse,emergency,0
43,STF-f37035ac,Michele Williams,nurse,emergency,1
44,STF-f37035ac,Michele Williams,nurse,emergency,0
45,STF-f37035ac,Michele Williams,nurse,emergency,0
46,STF-f37035ac,Michele Williams,nurse,emergency,1
47,STF-f37035ac,Michele Williams,nurse,emergency,1
48,STF-f37035ac,Michele Williams,nurse,emergency,0
49,STF-f37035ac,Michele Williams,nurse,emergency,1
50,STF-f37035ac,Michele Williams,nurse,emergency,1
51,STF-f37035ac,Michele Williams,nurse,emergency,0
52,STF-f37035ac,Michele Williams,nurse,emergency,1
1,STF-e15cfd51,Dylan Miller,nurse,emergency,1
2,STF-e15cfd51,Dylan Miller,nurse,emergency,1
3,STF-e15cfd51,Dylan Miller,nurse,emergency,0
4,STF-e15cfd51,Dylan Miller,nurse,emergency,1
5,STF-e15cfd51,Dylan Miller,nurse,emergency,1
6,STF-e15cfd51,Dylan Miller,nurse,emergency,0
7,STF-e15cfd51,Dylan Miller,nurse,emergency,1
8,STF-e15cfd51,Dylan Miller,nurse,emergency,1
9,STF-e15cfd51,Dylan Miller,nurse,emergency,0
10,STF-e15cfd51,Dylan Miller,nurse,emergency,1
11,STF-e15cfd51,Dylan Miller,nurse,emergency,1
12,STF-e15cfd51,Dylan Miller,nurse,emergency,0
13,STF-e15cfd51,Dylan Miller,nurse,emergency,1
14,STF-e15cfd51,Dylan Miller,nurse,emergency,1
15,STF-e15cfd51,Dylan Miller,nurse,emergency,0
16,STF-e15cfd51,Dylan Miller,nurse,emergency,1
17,STF-e15cfd51,Dylan Miller,nurse,emergency,1
18,STF-e15cfd51,Dylan Miller,nurse,emergency,0
19,STF-e15cfd51,Dylan Miller,nurse,emergency,1
20,STF-e15cfd51,Dylan Miller,nurse,emergency,0
21,STF-e15cfd51,Dylan Miller,nurse,emergency,0
22,STF-e15cfd51,Dylan Miller,nurse,emergency,0
23,STF-e15cfd51,Dylan Miller,nurse,emergency,1
24,STF-e15cfd51,Dylan Miller,nurse,emergency,0
25,STF-e15cfd51,Dylan Miller,nurse,emergency,1
26,STF-e15cfd51,Dylan Miller,nurse,emergency,0
27,STF-e15cfd51,Dylan Miller,nurse,emergency,0
28,STF-e15cfd51,Dylan Miller,nurse,emergency,0
29,STF-e15cfd51,Dylan Miller,nurse,emergency,1
30,STF-e15cfd51,Dylan Miller,nurse,emergency,0
31,STF-e15cfd51,Dylan Miller,nurse,emergency,1
32,STF-e15cfd51,Dylan Miller,nurse,emergency,1
33,STF-e15cfd51,Dylan Miller,nurse,emergency,0
34,STF-e15cfd51,Dylan Miller,nurse,emergency,1
35,STF-e15cfd51,Dylan Miller,nurse,emergency,1
36,STF-e15cfd51,Dylan Miller,nurse,emergency,0
37,STF-e15cfd51,Dylan Miller,nurse,emergency,1
38,STF-e15cfd51,Dylan Miller,nurse,emergency,1
39,STF-e15cfd51,Dylan Miller,nurse,emergency,0
40,STF-e15cfd51,Dylan Miller,nurse,emergency,1
41,STF-e15cfd51,Dylan Miller,nurse,emergency,1
42,STF-e15cfd51,Dylan Miller,nurse,emergency,0
43,STF-e15cfd51,Dylan Miller,nurse,emergency,1
44,STF-e15cfd51,Dylan Miller,nurse,emergency,0
45,STF-e15cfd51,Dylan Miller,nurse,emergency,0
46,STF-e15cfd51,Dylan Miller,nurse,emergency,1
47,STF-e15cfd51,Dylan Miller,nurse,emergency,1
48,STF-e15cfd51,Dylan Miller,nurse,emergency,0
49,STF-e15cfd51,Dylan Miller,nurse,emergency,1
50,STF-e15cfd51,Dylan Miller,nurse,emergency,1
51,STF-e15cfd51,Dylan Miller,nurse,emergency,0
52,STF-e15cfd51,Dylan Miller,nurse,emergency,1
1,STF-8325689b,Brian Ramirez,nurse,emergency,1
2,STF-8325689b,Brian Ramirez,nurse,emergency,1
3,STF-8325689b,Brian Ramirez,nurse,emergency,0
4,STF-8325689b,Brian Ramirez,nurse,emergency,1
5,STF-8325689b,Brian Ramirez,nurse,emergency,1
6,STF-8325689b,Brian Ramirez,nurse,emergency,0
7,STF-8325689b,Brian Ramirez,nurse,emergency,1
8,STF-8325689b,Brian Ramirez,nurse,emergency,1
9,STF-8325689b,Brian Ramirez,nurse,emergency,0
10,STF-8325689b,Brian Ramirez,nurse,emergency,0
11,STF-8325689b,Brian Ramirez,nurse,emergency,1
12,STF-8325689b,Brian Ramirez,nurse,emergency,0
13,STF-8325689b,Brian Ramirez,nurse,emergency,1
14,STF-8325689b,Brian Ramirez,nurse,emergency,0
15,STF-8325689b,Brian Ramirez,nurse,emergency,0
16,STF-8325689b,Brian Ramirez,nurse,emergency,1
17,STF-8325689b,Brian Ramirez,nurse,emergency,1
18,STF-8325689b,Brian Ramirez,nurse,emergency,0
19,STF-8325689b,Brian Ramirez,nurse,emergency,1
20,STF-8325689b,Brian Ramirez,nurse,emergency,1
21,STF-8325689b,Brian Ramirez,nurse,emergency,0
22,STF-8325689b,Brian Ramirez,nurse,emergency,1
23,STF-8325689b,Brian Ramirez,nurse,emergency,1
24,STF-8325689b,Brian Ramirez,nurse,emergency,0
25,STF-8325689b,Brian Ramirez,nurse,emergency,1
26,STF-8325689b,Brian Ramirez,nurse,emergency,1
27,STF-8325689b,Brian Ramirez,nurse,emergency,0
28,STF-8325689b,Brian Ramirez,nurse,emergency,0
29,STF-8325689b,Brian Ramirez,nurse,emergency,1
30,STF-8325689b,Brian Ramirez,nurse,emergency,0
31,STF-8325689b,Brian Ramirez,nurse,emergency,1
32,STF-8325689b,Brian Ramirez,nurse,emergency,1
33,STF-8325689b,Brian Ramirez,nurse,emergency,0
34,STF-8325689b,Brian Ramirez,nurse,emergency,1
35,STF-8325689b,Brian Ramirez,nurse,emergency,1
36,STF-8325689b,Brian Ramirez,nurse,emergency,0
37,STF-8325689b,Brian Ramirez,nurse,emergency,1
38,STF-8325689b,Brian Ramirez,nurse,emergency,1
39,STF-8325689b,Brian Ramirez,nurse,emergency,0
40,STF-8325689b,Brian Ramirez,nurse,emergency,1
41,STF-8325689b,Brian Ramirez,nurse,emergency,1
42,STF-8325689b,Brian Ramirez,nurse,emergency,0
43,STF-8325689b,Brian Ramirez,nurse,emergency,1
44,STF-8325689b,Brian Ramirez,nurse,emergency,1
45,STF-8325689b,Brian Ramirez,nurse,emergency,0
46,STF-8325689b,Brian Ramirez,nurse,emergency,0
47,STF-8325689b,Brian Ramirez,nurse,emergency,1
48,STF-8325689b,Brian Ramirez,nurse,emergency,0
49,STF-8325689b,Brian Ramirez,nurse,emergency,1
50,STF-8325689b,Brian Ramirez,nurse,emergency,1
51,STF-8325689b,Brian Ramirez,nurse,emergency,0
52,STF-8325689b,Brian Ramirez,nurse,emergency,0
1,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
2,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
3,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
4,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
5,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
6,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
7,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
8,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
9,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
10,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
11,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
12,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
13,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
14,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
15,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
16,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
17,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
18,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
19,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
20,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
21,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
22,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
23,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
24,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
25,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
26,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
27,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
28,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
29,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
30,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
31,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
32,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
33,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
34,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
35,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
36,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
37,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
38,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
39,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
40,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
41,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
42,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
43,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
44,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
45,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
46,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
47,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
48,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
49,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
50,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
51,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
52,STF-b0bc8d3f,Holly Wood,nurse,emergency,1
1,STF-806b98e6,Derek Zuniga,nurse,emergency,1
2,STF-806b98e6,Derek Zuniga,nurse,emergency,1
3,STF-806b98e6,Derek Zuniga,nurse,emergency,0
4,STF-806b98e6,Derek Zuniga,nurse,emergency,1
5,STF-806b98e6,Derek Zuniga,nurse,emergency,1
6,STF-806b98e6,Derek Zuniga,nurse,emergency,0
7,STF-806b98e6,Derek Zuniga,nurse,emergency,1
8,STF-806b98e6,Derek Zuniga,nurse,emergency,1
9,STF-806b98e6,Derek Zuniga,nurse,emergency,0
10,STF-806b98e6,Derek Zuniga,nurse,emergency,1
11,STF-806b98e6,Derek Zuniga,nurse,emergency,0
12,STF-806b98e6,Derek Zuniga,nurse,emergency,0
13,STF-806b98e6,Derek Zuniga,nurse,emergency,1
14,STF-806b98e6,Derek Zuniga,nurse,emergency,0
15,STF-806b98e6,Derek Zuniga,nurse,emergency,0
16,STF-806b98e6,Derek Zuniga,nurse,emergency,1
17,STF-806b98e6,Derek Zuniga,nurse,emergency,1
18,STF-806b98e6,Derek Zuniga,nurse,emergency,0
19,STF-806b98e6,Derek Zuniga,nurse,emergency,1
20,STF-806b98e6,Derek Zuniga,nurse,emergency,1
21,STF-806b98e6,Derek Zuniga,nurse,emergency,0
22,STF-806b98e6,Derek Zuniga,nurse,emergency,1
23,STF-806b98e6,Derek Zuniga,nurse,emergency,1
24,STF-806b98e6,Derek Zuniga,nurse,emergency,0
25,STF-806b98e6,Derek Zuniga,nurse,emergency,1
26,STF-806b98e6,Derek Zuniga,nurse,emergency,1
27,STF-806b98e6,Derek Zuniga,nurse,emergency,0
28,STF-806b98e6,Derek Zuniga,nurse,emergency,1
29,STF-806b98e6,Derek Zuniga,nurse,emergency,1
30,STF-806b98e6,Derek Zuniga,nurse,emergency,0
31,STF-806b98e6,Derek Zuniga,nurse,emergency,1
32,STF-806b98e6,Derek Zuniga,nurse,emergency,0
33,STF-806b98e6,Derek Zuniga,nurse,emergency,0
34,STF-806b98e6,Derek Zuniga,nurse,emergency,0
35,STF-806b98e6,Derek Zuniga,nurse,emergency,1
36,STF-806b98e6,Derek Zuniga,nurse,emergency,0
37,STF-806b98e6,Derek Zuniga,nurse,emergency,1
38,STF-806b98e6,Derek Zuniga,nurse,emergency,1
